unit,tra_meas,airp_pr\time	2017Q2 	2017Q1 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 	2016 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2015M12 	2015M11 	2015M10 	2015M09 	2015M08 	2015M07 	2015M06 	2015M05 	2015M04 	2015M03 	2015M02 	2015M01 	2015 
SEAT,ST_PAS_ARR,MK_LWSK_SE_ESGG	7020 	6840 	2882 	2340 	2340 	2340 	2340 	2160 	2340 	7200 	7190 	7020 	5220 	2520 	2340 	2340 	2340 	2430 	2420 	2340 	2340 	2340 	1800 	1440 	1980 	26630 	7560 	9540 	7020 	5400 	2340 	2340 	2880 	3060 	3240 	3240 	2340 	2340 	2340 	1980 	1440 	1980 	29520 
SEAT,ST_PAS_ARR,MK_LWSK_SE_ESKN	: 	: 	: 	: 	: 	: 	: 	: 	: 	4500 	4800 	4680 	4680 	1440 	1440 	1620 	1440 	1670 	1690 	1620 	1620 	1440 	1620 	1620 	1440 	18660 	4500 	4680 	4680 	4680 	1260 	1620 	1620 	1440 	1620 	1620 	1620 	1620 	1440 	1620 	1440 	1620 	18540 
SEAT,ST_PAS_ARR,MK_LWSK_SE_ESMS	11700 	9540 	5026 	3780 	3960 	3960 	3240 	2880 	3420 	11520 	11820 	11700 	10620 	3780 	3780 	3960 	3960 	4010 	3850 	3960 	3960 	3780 	3600 	3060 	3960 	45660 	13500 	16560 	11880 	9360 	3600 	4500 	5400 	5400 	5580 	5580 	3960 	3960 	3960 	3600 	2700 	3060 	51300 
SEAT,ST_PAS_ARR,MK_LWSK_SI_LJLJ	13222 	7982 	4582 	4331 	4587 	4304 	3191 	2208 	2583 	7565 	8337 	7879 	7851 	2414 	2532 	2619 	2689 	3045 	2603 	2403 	2878 	2598 	2721 	2478 	2652 	31632 	7869 	8432 	8192 	6618 	2482 	2626 	2761 	2790 	2852 	2790 	2588 	2854 	2750 	2465 	1943 	2210 	31111 
SEAT,ST_PAS_ARR,MK_LWSK_SK_LZIB	4680 	4680 	2520 	1620 	1620 	1440 	1800 	1260 	1620 	4500 	4930 	4680 	360 	1440 	1440 	1620 	1620 	1620 	1690 	1440 	1620 	1620 	360 	0 	0 	14470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_TR_LTAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10852 	2186 	: 	: 	: 	: 	2516 	4365 	3971 	1952 	234 	: 	: 	: 	: 	13038 	: 	12324 	1701 	0 	: 	: 	: 	3058 	5171 	4095 	1701 	: 	: 	0 	: 	: 	14025 
SEAT,ST_PAS_ARR,MK_LWSK_TR_LTBA	29634 	24712 	10070 	9585 	10172 	9877 	9373 	7734 	7605 	27374 	28652 	27461 	22827 	8964 	8932 	9478 	9592 	9481 	9579 	8804 	9580 	9077 	8569 	7976 	6282 	106314 	22785 	26582 	25235 	23241 	6641 	7679 	8465 	8798 	8917 	8867 	8288 	8651 	8296 	8521 	6561 	8159 	97843 
SEAT,ST_PAS_ARR,MK_LWSK_TR_LTFJ	12070 	11844 	4089 	4234 	3960 	3876 	4314 	3387 	4143 	12192 	12348 	12192 	9780 	4323 	3735 	4134 	4113 	4110 	4125 	3912 	4311 	3969 	3504 	2958 	3318 	46512 	9363 	13136 	12426 	7341 	3177 	2427 	3759 	4108 	4713 	4315 	4602 	4107 	3717 	2706 	2253 	2382 	42266 
SEAT,ST_PAS_ARR,MK_LWSK_UK_EGGW	11700 	7560 	3960 	3780 	3960 	3960 	2700 	2160 	2700 	9360 	11360 	9720 	9720 	3420 	2520 	3420 	3420 	3960 	3980 	3420 	3240 	3060 	3420 	2880 	3420 	40160 	9540 	11880 	11700 	8640 	2880 	2880 	3780 	3960 	3960 	3960 	3780 	3960 	3960 	3240 	2700 	2700 	41760 
SEAT,ST_PAS_DEP,MK_LWSK_AE_OMDB	: 	: 	: 	: 	: 	: 	: 	: 	: 	4839 	4809 	4809 	4619 	1686 	1497 	1656 	1656 	1656 	1497 	1656 	1671 	1482 	1656 	1656 	1307 	19076 	4968 	6684 	6132 	4998 	1641 	1671 	1656 	1656 	2601 	2427 	2427 	2049 	1656 	1671 	1482 	1845 	22782 
SEAT,ST_PAS_DEP,MK_LWSK_AT_LOWW	24814 	17248 	10045 	8892 	8358 	7564 	7489 	4312 	5447 	17735 	24637 	20521 	13892 	5441 	5463 	6831 	7357 	8680 	8600 	7344 	6872 	6305 	5162 	4318 	4412 	76785 	15501 	23763 	18683 	13195 	4372 	5472 	5657 	7145 	8290 	8328 	6422 	6326 	5935 	4889 	4077 	4229 	71142 
SEAT,ST_PAS_DEP,MK_LWSK_BE_EBCI	4680 	4680 	1840 	1620 	1620 	1440 	1620 	1440 	1620 	4680 	4780 	4680 	4680 	1440 	1440 	1800 	1440 	1670 	1670 	1440 	1620 	1620 	1440 	1620 	1620 	18820 	4500 	4680 	4680 	4500 	1260 	1620 	1620 	1440 	1620 	1620 	1620 	1620 	1440 	1620 	1440 	1440 	18360 
SEAT,ST_PAS_DEP,MK_LWSK_CH_LSZH	22018 	18929 	9642 	6467 	7188 	8363 	6502 	5160 	7267 	22149 	28521 	21986 	22063 	7403 	6680 	8066 	7827 	10585 	10109 	6965 	7647 	7374 	7209 	6882 	7972 	94719 	24695 	26558 	19288 	11678 	9518 	6922 	8255 	8064 	9832 	8662 	6084 	7026 	6178 	3892 	3424 	4362 	82219 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDDB	7020 	4500 	2380 	2340 	2340 	2340 	1620 	1440 	1440 	4860 	4800 	4680 	540 	1620 	1440 	1800 	1440 	1670 	1690 	1440 	1620 	1620 	540 	: 	: 	14880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDDH	4680 	4500 	1680 	1440 	1620 	1620 	1440 	1440 	1620 	4320 	4910 	3780 	: 	1260 	1620 	1440 	1620 	1670 	1620 	1440 	1620 	720 	: 	: 	: 	13010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDDK	7020 	5040 	2390 	2340 	2340 	2340 	1620 	1440 	1980 	6840 	7230 	7020 	5220 	2520 	2160 	2160 	2340 	2520 	2370 	2340 	2340 	2340 	1980 	1440 	1800 	26310 	5580 	7020 	4860 	4680 	1800 	1440 	2340 	2340 	2340 	2340 	1620 	1620 	1620 	1620 	1440 	1620 	22140 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDDN	: 	: 	: 	: 	: 	: 	: 	: 	: 	4680 	4750 	4680 	4680 	1620 	1440 	1620 	1620 	1440 	1690 	1620 	1620 	1440 	1620 	1440 	1620 	18790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDFH	7020 	4860 	2340 	2340 	2340 	2340 	1620 	1440 	1800 	5220 	6780 	5040 	5220 	1980 	1440 	1800 	1980 	2380 	2420 	1800 	1620 	1620 	1980 	1440 	1800 	22260 	4500 	6660 	4680 	4500 	1440 	1440 	1620 	1980 	2340 	2340 	1620 	1620 	1440 	1620 	1440 	1440 	20340 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDJA	4680 	6300 	2092 	1620 	1440 	1620 	1800 	2160 	2340 	7200 	7190 	7020 	7020 	2520 	2340 	2340 	2340 	2430 	2420 	2340 	2340 	2340 	2520 	2160 	2340 	28430 	7200 	7020 	7020 	7020 	2520 	2160 	2520 	2340 	2340 	2340 	2340 	2340 	2340 	2340 	2160 	2520 	28260 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDLW	7020 	6840 	2420 	2340 	2340 	2340 	2340 	2160 	2340 	6660 	7280 	7020 	7020 	2160 	2160 	2340 	2340 	2520 	2420 	2340 	2340 	2340 	2520 	2160 	2340 	27980 	6660 	7020 	7020 	6840 	1980 	2160 	2520 	2340 	2340 	2340 	2340 	2340 	2340 	2340 	2160 	2340 	27540 
SEAT,ST_PAS_DEP,MK_LWSK_DE_EDNY	4680 	4500 	1880 	1440 	1620 	1620 	1620 	1260 	1620 	4500 	4800 	4680 	4860 	1260 	1620 	1620 	1440 	1670 	1690 	1620 	1620 	1440 	1620 	1620 	1620 	18840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_DEP,MK_LWSK_DK_EKCH	4680 	4680 	1922 	1620 	1620 	1440 	1620 	1440 	1620 	4320 	4800 	4829 	540 	1260 	1620 	1440 	1440 	1670 	1690 	1769 	1620 	1440 	540 	: 	: 	14489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_DEP,MK_LWSK_ES_LEBL	: 	: 	: 	: 	: 	: 	: 	: 	: 	4320 	4860 	4680 	4680 	1260 	1440 	1620 	1620 	1620 	1620 	1440 	1620 	1620 	1620 	1440 	1620 	18540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_DEP,MK_LWSK_FR_LFOB	: 	: 	: 	: 	: 	: 	: 	: 	: 	4500 	4910 	4680 	4680 	1260 	1620 	1620 	1620 	1620 	1670 	1440 	1620 	1620 	1620 	1440 	1620 	18770 	4500 	6660 	4680 	4680 	1440 	1440 	1620 	1980 	2340 	2340 	1620 	1620 	1440 	1620 	1440 	1620 	20520 
